Name,Price,Link,Images
"ASUS ZenPad S 8 Z580C-B1-BK 8"" 32 GB Tablet",CDN$ 249.99,https://www.amazon.ca/ASUS-ZenPad-Z580C-B1-BK-32-Tablet/dp/B011TVF5QC/ref=lp_2690953011_1_15/132-0290471-8609047?s=pc&ie=UTF8&qid=1500512137&sr=1-15,https://images-na.ssl-images-amazon.com/images/I/41NEbYhdlnL._AA160_.jpg
"Samsung Galaxy Tab A 7""; 8 GB Wifi Tablet (Black) SM-T280NZKAXAR",CDN$ 179.95,https://www.amazon.ca/Samsung-Galaxy-Tablet-Black-SM-T280NZKAXAR/dp/B01AZ8ERHI/ref=lp_2690953011_1_16/132-0290471-8609047?s=pc&ie=UTF8&qid=1500512137&sr=1-16,https://images-na.ssl-images-amazon.com/images/I/412c3kTqsYL._AA160_.jpg
NeuTab K1 10.1 Inch Quad Core Android Tablet,CDN$ 129.99,https://www.amazon.ca/NeuTab-K1-10-1-Android-Tablet/dp/B0147NYDB2/ref=lp_2690953011_1_17/132-0290471-8609047?s=pc&ie=UTF8&qid=1500512137&sr=1-17,https://images-na.ssl-images-amazon.com/images/I/51Twl977cpL._AA160_.jpg
The Arduino Starter Kit (Official Kit from Arduino with 170-page Arduino Projects Book),CDN$ 112.95,https://www.amazon.ca/Arduino-Starter-Official-170-page-Projects/dp/B009UKZV0A/ref=lp_2690953011_1_18/132-0290471-8609047?s=pc&ie=UTF8&qid=1500512137&sr=1-18,https://images-na.ssl-images-amazon.com/images/I/51aSEUGcGDL._AA160_.jpg
"Asus ZenPad 3S 10 9.7"" (2048x1536), 4GB Ram, 64GB eMMC, 5MP Front/8MP Rear Camera, Android 6.0 Tablet, Silver (Z500M-C1-SL)",CDN$ 478.99,https://www.amazon.ca/Asus-ZenPad-2048x1536-Android-Z500M-C1-SL/dp/B01M3MYPOO/ref=lp_2690953011_1_19/132-0290471-8609047?s=pc&ie=UTF8&qid=1500512137&sr=1-19,https://images-na.ssl-images-amazon.com/images/I/41litI16WhL._AA160_.jpg
"Lenovo Ideapad Miix 310-10ICR 80SG001FUS 10.1"" 64 GB eMMC Tablet, Silver",CDN$ 336.88,https://www.amazon.ca/Lenovo-Ideapad-310-10ICR-80SG001FUS-Tablet/dp/B01GE9R5E4/ref=lp_2690953011_1_20/132-0290471-8609047?s=pc&ie=UTF8&qid=1500512137&sr=1-20,https://images-na.ssl-images-amazon.com/images/I/41EJuvFbYqL._AA160_.jpg
"Apple iPad mini 4 (128GB, Wi-Fi, Space Gray)",CDN$ 539.00,https://www.amazon.ca/Apple-iPad-128GB-Wi-Fi-Space/dp/B016PW4NX6/ref=lp_2690953011_1_21/132-0290471-8609047?s=pc&ie=UTF8&qid=1500512137&sr=1-21,https://images-na.ssl-images-amazon.com/images/I/41gwGmUBsBL._AA160_.jpg
Samsung Galaxy Tab A 7-inch Tablet - White - SM-T280NZWAXAC,CDN$ 179.99,https://www.amazon.ca/Samsung-Galaxy-7-inch-Tablet-SM-T280NZWAXAC/dp/B01E1OSVV0/ref=lp_2690953011_1_22/132-0290471-8609047?s=pc&ie=UTF8&qid=1500512137&sr=1-22,https://images-na.ssl-images-amazon.com/images/I/41Wj-2J4a7L._AA160_.jpg
Yuntab Android 6.0 10.1 inch Tablet PC Quad-core Cortex-A53 1GB / 16GB Home Laptop 800 x 1280 Resolution IPS Screen Dual Camera Bluetooth Micro HDMI Tablet,CDN$ 132.99,https://www.amazon.ca/Yuntab-Quad-core-Cortex-A53-Resolution-Bluetooth/dp/B06XKFPS7N/ref=lp_2690953011_1_23/132-0290471-8609047?s=pc&ie=UTF8&qid=1500512137&sr=1-23,https://images-na.ssl-images-amazon.com/images/I/41ybaSLVMjL._AA160_.jpg
"AOSON 10.1 Inch Android Tablet PC 6.0 Marshmallow Quad Core 2GB 16GB 1280x800 IPS Touch Screen Dual Camera GPS Wifi Bluetooth 10.1"" Tablet Computer R101 (Black)",CDN$ 133.90,https://www.amazon.ca/Marshmallow-1280x800-Bluetooth-Computer-R101/dp/B06Y3YC8LC/ref=lp_2690953011_1_24/132-0290471-8609047?s=pc&ie=UTF8&qid=1500512137&sr=1-24,https://images-na.ssl-images-amazon.com/images/I/41MffttiRDL._AA160_.jpg
NPOLE Tablet Android 16G 1G IPS 7 Inch Quad Core CPU Dual Camera HD Video 3D Game Supported Black,CDN$ 89.99,/gp/slredirect/picassoRedirect.html/ref=pa_click_within_browse_electronics_sr_pg1_1?ie=UTF8&adId=A01901912P6EHVVYNAQN6&url=https%3A%2F%2Fwww.amazon.ca%2FNPOLE-Tablet-Android-Camera-Supported%2Fdp%2FB01LEVR0YM%2Fref%3Dlp_2690953011_1_25%2F132-0290471-8609047%3Fs%3Dpc%26ie%3DUTF8%26qid%3D1500512137%26sr%3D1-25-spons%26psc%3D1&qualifier=1500512137&id=2270131918843106&widgetName=click_within_browse,https://images-na.ssl-images-amazon.com/images/I/51NY7WvwhtL._AA160_.jpg
NPOLE Kids Tablet 7 Inch Android 1280x800 IPS Display with Parental Control - iWawa Wifi Camera 3D Game HD Video Supported(Blue),CDN$ 76.41,/gp/slredirect/picassoRedirect.html/ref=pa_click_within_browse_electronics_sr_pg1_2?ie=UTF8&adId=A0429079CMMGOLESF6HI&url=https%3A%2F%2Fwww.amazon.ca%2FNPOLE-Android-1280x800-Display-Parental%2Fdp%2FB01MRXAWLO%2Fref%3Dlp_2690953011_1_26%2F132-0290471-8609047%3Fs%3Dpc%26ie%3DUTF8%26qid%3D1500512137%26sr%3D1-26-spons%26psc%3D1&qualifier=1500512137&id=2270131918843106&widgetName=click_within_browse,https://images-na.ssl-images-amazon.com/images/I/51drl03BztL._AA160_.jpg
"AOSON 10.1 Inch Android Tablet PC 6.0 Marshmallow Quad Core 2GB 16GB 1280x800 IPS Touch Screen Dual Camera GPS Wifi Bluetooth 10.1"" Tablet Computer R101 (Black)",CDN$ 133.90,/gp/slredirect/picassoRedirect.html/ref=pa_click_within_browse_electronics_sr_pg1_3?ie=UTF8&adId=A09325242W8XSV9FA5YGD&url=https%3A%2F%2Fwww.amazon.ca%2FMarshmallow-1280x800-Bluetooth-Computer-R101%2Fdp%2FB06Y3YC8LC%2Fref%3Dlp_2690953011_1_27%2F132-0290471-8609047%3Fs%3Dpc%26ie%3DUTF8%26qid%3D1500512137%26sr%3D1-27-spons%26psc%3D1&qualifier=1500512137&id=2270131918843106&widgetName=click_within_browse,https://images-na.ssl-images-amazon.com/images/I/41MffttiRDL._AA160_.jpg
"Simbans Tango 10 inch tablet with Keyboard 2-in-1 Android 6 Marshmallow tablet 10.1 inch IPS screen, Quad Core, HDMI, 16GB Tablet PC, 2M + 5M Camera, GPS, WiFi, Bluetooth, 10"" Tablet Computer",CDN$ 159.95,https://www.amazon.ca/Simbans-Keyboard-Marshmallow-Bluetooth-Computer/dp/B01LCNFMK6/ref=sr_1_25/142-7426745-3585832?s=pc&ie=UTF8&qid=1500512138&sr=1-25,https://images-na.ssl-images-amazon.com/images/I/511xUQJzo5L._AA160_.jpg
"AOSON R105 10.1 inch Tablet with Detachable Keyboard 2-in-1 Windows 10 Mini HDMI PC Tablets Laptops Quad-core 4GB RAM 64GB ROM 800x1280 IPS Touch Screen 5000mAh 10"" Tablet Computer Dark Gray",CDN$ 229.90,https://www.amazon.ca/R105-Detachable-Keyboard-Quad-core-800x1280/dp/B01M1HAMEQ/ref=sr_1_26/142-7426745-3585832?s=pc&ie=UTF8&qid=1500512138&sr=1-26,https://images-na.ssl-images-amazon.com/images/I/41eizIqa7DL._AA160_.jpg
UBIQUITI UC-CK Unifi Cloud Key-Remote Control Device,CDN$ 113.02,https://www.amazon.ca/UBIQUITI-UC-CK-Key-Remote-Control-Device/dp/B017T2QB22/ref=sr_1_27/142-7426745-3585832?s=pc&ie=UTF8&qid=1500512138&sr=1-27,https://images-na.ssl-images-amazon.com/images/I/41Ig06uzC1L._AA160_.jpg
NPOLE Tablet Android 16G 1G IPS 7 Inch Quad Core CPU Dual Camera HD Video 3D Game Supported Black,CDN$ 89.99,https://www.amazon.ca/NPOLE-Tablet-Android-Camera-Supported/dp/B01LEVR0YM/ref=sr_1_28/142-7426745-3585832?s=pc&ie=UTF8&qid=1500512138&sr=1-28,https://images-na.ssl-images-amazon.com/images/I/51NY7WvwhtL._AA160_.jpg
"Apple iPad Air MD789LL/A (32 GB, Wi-Fi, White with Silver)",CDN$ 329.99,https://www.amazon.ca/Apple-MD789LL-Wi-Fi-White-Silver/dp/B00G2Y5YIG/ref=sr_1_29/142-7426745-3585832?s=pc&ie=UTF8&qid=1500512138&sr=1-29,https://images-na.ssl-images-amazon.com/images/I/41YRsgabGuL._AA160_.jpg
"Microsoft Surface 3 10.8"" Tablet 64GB Storage Intel Quad Core Windows 10",CDN$ 452.95,https://www.amazon.ca/Microsoft-Surface-Tablet-Storage-Windows/dp/B012DTDBI8/ref=sr_1_30/142-7426745-3585832?s=pc&ie=UTF8&qid=1500512138&sr=1-30,https://images-na.ssl-images-amazon.com/images/I/51G2G8-enTL._AA160_.jpg
Samsung Galaxy Tab E 9.6 WXGA Quad Core 1.2GHZ 1.5GB 16GB 5.0MP MicroSD Android 5.0 Tablet - Black,CDN$ 279.99,https://www.amazon.ca/Samsung-Galaxy-1-2GHZ-MicroSD-Android/dp/B0161UWH76/ref=sr_1_31/142-7426745-3585832?s=pc&ie=UTF8&qid=1500512138&sr=1-31,https://images-na.ssl-images-amazon.com/images/I/41xf1wkaLmL._AA160_.jpg
"Microsoft Surface Pro 4 Core M (128GB, 4GB RAM)",CDN$ 775.85,https://www.amazon.ca/Microsoft-Surface-Pro-Core-128GB/dp/B01606M7VM/ref=sr_1_32/142-7426745-3585832?s=pc&ie=UTF8&qid=1500512138&sr=1-32,https://images-na.ssl-images-amazon.com/images/I/41yRDqilgHL._AA160_.jpg
"iPad Pro 9.7-inch  (128GB, Wi-Fi,  Space Gray) 2016 Model",CDN$ 859.99,https://www.amazon.ca/9-7-inch-128GB-Wi-Fi-Space-Model/dp/B01D3NZIMA/ref=sr_1_33/142-7426745-3585832?s=pc&ie=UTF8&qid=1500512138&sr=1-33,https://images-na.ssl-images-amazon.com/images/I/41PO9iRdo7L._AA160_.jpg
Dragon Touch Kids Tablet 7 inch Kidoz Pre installed with Bonus Disney Games App and Audio Book -- GMS Certified-Pink,CDN$ 129.99,https://www.amazon.ca/Dragon-Touch-Tablet-installed-Certified-Pink/dp/B01ICY8SIQ/ref=sr_1_34/142-7426745-3585832?s=pc&ie=UTF8&qid=1500512138&sr=1-34,https://images-na.ssl-images-amazon.com/images/I/51UjEU81E3L._AA160_.jpg
"Apple iPad mini 4 (128GB, Wi-Fi, Silver)",CDN$ 539.00,https://www.amazon.ca/Apple-iPad-128GB-Wi-Fi-Silver/dp/B016PT10XA/ref=sr_1_35/142-7426745-3585832?s=pc&ie=UTF8&qid=1500512138&sr=1-35,https://images-na.ssl-images-amazon.com/images/I/41VuNciN16L._AA160_.jpg
"Microsoft Surface Pro 4 i5 (128GB, 4GB) with Typecover (Black) Bundle","CDN$ 1,399.00",https://www.amazon.ca/Microsoft-Surface-128GB-Typecover-Bundle/dp/B073D64X73/ref=sr_1_36/142-7426745-3585832?s=pc&ie=UTF8&qid=1500512138&sr=1-36,https://images-na.ssl-images-amazon.com/images/I/41tMbh1WQ1L._AA160_.jpg
"Microsoft Surface Pro 4 i7 (256GB, 8GB RAM)","CDN$ 1,599.99",https://www.amazon.ca/Microsoft-Surface-Pro-256GB-8GB/dp/B01605ZRBK/ref=sr_1_37/142-7426745-3585832?s=pc&ie=UTF8&qid=1500512138&sr=1-37,https://images-na.ssl-images-amazon.com/images/I/41yRDqilgHL._AA160_.jpg
AOSON S7 Pro 7 Inch 4G LTE 3G GSM Unlocked Tablet Phone Call Android 6.0 Marshmallow MTK8735D Quad Core HD IPS Touch Screen 1GB RAM 8GB Storage Wi-Fi Bluetooth GPS Phablet Dual Camera Dual Standard SIM Slots Tablets White Rear,CDN$ 84.90,https://www.amazon.ca/S7-Pro-Unlocked-Marshmallow-Bluetooth/dp/B06XDBP8T5/ref=sr_1_38/142-7426745-3585832?s=pc&ie=UTF8&qid=1500512138&sr=1-38,https://images-na.ssl-images-amazon.com/images/I/41B789mQJWL._AA160_.jpg
"Apple iPad with Retina Display MD511LL/A (32GB, Wi-Fi, Black) 4th Generation",CDN$ 299.99,https://www.amazon.ca/Apple-Retina-Display-MD511LL-Generation/dp/B009W9AEOM/ref=sr_1_39/142-7426745-3585832?s=pc&ie=UTF8&qid=1500512138&sr=1-39,https://images-na.ssl-images-amazon.com/images/I/51fQDHDiO0L._AA160_.jpg
"Yuntab 8GB Y88 Allwinner A33 7 inch tablet pc Android Quad-core Tablet PC, 1024*600 Capacitive, Google Android 4.4 ,with Dual Camera Google Play Pre-loaded, External 3G ,3D-Game Black",CDN$ 57.99,https://www.amazon.ca/Yuntab-Allwinner-Quad-core-Capacitive-Pre-loaded/dp/B00UMY1B8O/ref=sr_1_40/142-7426745-3585832?s=pc&ie=UTF8&qid=1500512138&sr=1-40,https://images-na.ssl-images-amazon.com/images/I/41OYrMFmVLL._AA160_.jpg
Yuntab 10.1 inch Unlocked 3G Wifi Tablet PC Quad Core Android 5.1 Lollipop MTK 16G Smart Phone 2G 3G Wifi Google Tablet IPS 1280X800 Bluetooth GPS Alloy Metal back Cellphone (Black),CDN$ 127.99,https://www.amazon.ca/Yuntab-Unlocked-Lollipop-Bluetooth-Cellphone/dp/B06XJ26RWM/ref=sr_1_41/142-7426745-3585832?s=pc&ie=UTF8&qid=1500512138&sr=1-41,https://images-na.ssl-images-amazon.com/images/I/51W7C2IehgL._AA160_.jpg
Ubiquiti Nanostation LOCO M2 Outdoor MIMO 2x2 802.11g/n,CDN$ 76.76,https://www.amazon.ca/Ubiquiti-Nanostation-LOCO-Outdoor-802-11g/dp/B004EGI3CI/ref=sr_1_42/142-7426745-3585832?s=pc&ie=UTF8&qid=1500512138&sr=1-42,https://images-na.ssl-images-amazon.com/images/I/31Ahnom9n8L._AA160_.jpg
"Apple iPad 2 PC769LL/A  (1 GHz, 16GB, WiFi, Black) 2nd Generation",CDN$ 528.25,https://www.amazon.ca/Apple-iPad-PC769LL-Black-Generation/dp/B0013FRNKG/ref=sr_1_43/142-7426745-3585832?s=pc&ie=UTF8&qid=1500512138&sr=1-43,https://images-na.ssl-images-amazon.com/images/I/41gtLiEuNdL._AA160_.jpg
"Lenovo Yoga 710-15 - 15.6"" FHD Touch - Core i5-7200U - 8GB Ram - 256GB SSD - Black(US Version, Imported)","CDN$ 1,036.66",https://www.amazon.ca/Lenovo-Yoga-710-15-i5-7200U-Version/dp/B06ZZWLWTZ/ref=sr_1_44/142-7426745-3585832?s=pc&ie=UTF8&qid=1500512138&sr=1-44,https://images-na.ssl-images-amazon.com/images/I/51WpYQ61NLL._AA160_.jpg
AOSON 7 Inch kids Tablet Android 5.1 Lollipop OS A33 Quad-core IPS 1024×600 Touchscreen 1GB 8GB 2400mAh with Parental Control - iWawa Bluetooth Wi-Fi Tablet PC M751-S1 Pink,CDN$ 62.90,https://www.amazon.ca/Lollipop-Quad-core-1024-600-Touchscreen-Parental/dp/B06XDFH93X/ref=sr_1_45/142-7426745-3585832?s=pc&ie=UTF8&qid=1500512138&sr=1-45,https://images-na.ssl-images-amazon.com/images/I/51qkcfLIckL._AA160_.jpg
NPOLE Tablet Android 16G 1G IPS 7 Inch Quad Core CPU Dual Camera HD Video 3D Game Supported (Red),CDN$ 89.99,https://www.amazon.ca/NPOLE-Tablet-Android-Camera-Supported/dp/B01MFH1EQ4/ref=sr_1_46/142-7426745-3585832?s=pc&ie=UTF8&qid=1500512138&sr=1-46,https://images-na.ssl-images-amazon.com/images/I/51XVoTseAbL._AA160_.jpg
"Samsung Galaxy Tab A 8""; 16 GB Wifi Tablet (White) SM-T350NZWAXAR",CDN$ 229.99,https://www.amazon.ca/Samsung-Galaxy-Tablet-White-SM-T350NZWAXAR/dp/B00V49LP3C/ref=sr_1_47/142-7426745-3585832?s=pc&ie=UTF8&qid=1500512138&sr=1-47,https://images-na.ssl-images-amazon.com/images/I/419SHWh6SyL._AA160_.jpg
"HP X360 15.6"" Full HD Touchscreen 2-in-1 Convertible Laptop PC / Tablet (2017 Newest), 7th Gen Intel Core i5-7200U, 8GB DDR3 RAM, 1TB Hard Drive, Bluetooth, Windows 10(US Version, Imported)",CDN$ 797.86,https://www.amazon.ca/HP-Touchscreen-Convertible-i5-7200U-Bluetooth/dp/B01NBJZSIO/ref=sr_1_48/142-7426745-3585832?s=pc&ie=UTF8&qid=1500512138&sr=1-48,https://images-na.ssl-images-amazon.com/images/I/41qB-PxX8ZL._AA160_.jpg
NPOLE Tablet Android 16G 1G IPS 7 Inch Quad Core CPU Dual Camera HD Video 3D Game Supported (White),CDN$ 89.99,/gp/slredirect/picassoRedirect.html/ref=pa_click_within_browse_electronics_sr_pg2_1?ie=UTF8&adId=A0120172SJCF0RG7V3C4&url=https%3A%2F%2Fwww.amazon.ca%2FNPOLE-Tablet-Android-Camera-Supported%2Fdp%2FB01MQE4SFX%2Fref%3Dsr_1_49%2F142-7426745-3585832%3Fs%3Dpc%26ie%3DUTF8%26qid%3D1500512138%26sr%3D1-49-spons%26psc%3D1&qualifier=1500512138&id=5587274046227560&widgetName=click_within_browse,https://images-na.ssl-images-amazon.com/images/I/51vHUODCfUL._AA160_.jpg
Yuntab 10.1 inch Unlocked 3G Wifi Tablet PC Quad Core Android 5.1 Lollipop MTK 16G Smart Phone 2G 3G Wifi Google Tablet IPS 1280X800 Bluetooth GPS Alloy Metal back Cellphone (Black),CDN$ 127.99,/gp/slredirect/picassoRedirect.html/ref=pa_click_within_browse_electronics_sr_pg2_2?ie=UTF8&adId=A012832338DHAX7EPAFRY&url=https%3A%2F%2Fwww.amazon.ca%2FYuntab-Unlocked-Lollipop-Bluetooth-Cellphone%2Fdp%2FB06XJ26RWM%2Fref%3Dsr_1_50%2F142-7426745-3585832%3Fs%3Dpc%26ie%3DUTF8%26qid%3D1500512138%26sr%3D1-50-spons%26psc%3D1&qualifier=1500512138&id=5587274046227560&widgetName=click_within_browse,https://images-na.ssl-images-amazon.com/images/I/51W7C2IehgL._AA160_.jpg
"Dragon Touch S8 8 Inch Intel Quad Core 64 bits Android Tablet, 1GB RAM 16GB Flash Android 5.1 Lollipop, IPS Display 1280x800, Bluetooth 4.0, FM 10 Point Multi-Touch, Dual Camera",CDN$ 109.99,/gp/slredirect/picassoRedirect.html/ref=pa_click_within_browse_electronics_sr_pg2_3?ie=UTF8&adId=A01916232CFTXEVOYLGLQ&url=https%3A%2F%2Fwww.amazon.ca%2FDragon-Touch-S8-Bluetooth-Multi-Touch%2Fdp%2FB01J40QA7I%2Fref%3Dsr_1_51%2F142-7426745-3585832%3Fs%3Dpc%26ie%3DUTF8%26qid%3D1500512138%26sr%3D1-51-spons%26psc%3D1&qualifier=1500512138&id=5587274046227560&widgetName=click_within_browse,https://images-na.ssl-images-amazon.com/images/I/51ePUcipovL._AA160_.jpg
"Dragon Touch Y88X Plus 7 inch Kids Tablet Disney Edition, Quad Core Android 5.1 Lollipop, IPS Display, Kidoz Kids App Pre-Installed w/ Bonus Disney Authorized Games App and Audio Book -GMS Certified-Red",CDN$ 129.99,https://www.amazon.ca/Dragon-Touch-Y88X-Pre-Installed-Certified-Red/dp/B01LGOS7RQ/ref=sr_1_49/145-3988143-0979929?s=pc&ie=UTF8&qid=1500512140&sr=1-49,https://images-na.ssl-images-amazon.com/images/I/51weGGIDfwL._AA160_.jpg
"Yuntab 8GB Y88 Allwinner A33 7 inch tablet pc Android Quad-core Tablet PC, 1024*600 Capacitive, Google Android 4.4 ,with Dual Camera Google Play Pre-loaded, External 3G ,3D-Game (blue)",CDN$ 57.99,https://www.amazon.ca/Yuntab-Allwinner-Quad-core-Capacitive-Pre-loaded/dp/B00UMYJOHE/ref=sr_1_50/145-3988143-0979929?s=pc&ie=UTF8&qid=1500512140&sr=1-50,https://images-na.ssl-images-amazon.com/images/I/51j8EFD9wYL._AA160_.jpg
"AOSON Touch 7 Inch kids Tablet, Android 5.1 Lollipop OS A33 Quad-core IPS 1024×600 Touchscreen, 1GB RAM 8GB 2400mAh,Dual Camera Parental Control - iWawa Wifi Bluetooth Tablets PC M751-S2 (Blue)",CDN$ 65.90,https://www.amazon.ca/Lollipop-Quad-core-1024-600-Touchscreen-Parental/dp/B06XD8G526/ref=sr_1_51/145-3988143-0979929?s=pc&ie=UTF8&qid=1500512140&sr=1-51,https://images-na.ssl-images-amazon.com/images/I/51uGXX7GtGL._AA160_.jpg
TABLET EXPRESS Y88X PLUS KIDS BL DRAGON TOUCH Y88X PLUS KIDS 7IN,CDN$ 129.99,https://www.amazon.ca/EXPRESS-Y88X-PLUS-KIDS-BL/dp/B01GJOGZ6S/ref=sr_1_52/145-3988143-0979929?s=pc&ie=UTF8&qid=1500512140&sr=1-52,https://images-na.ssl-images-amazon.com/images/I/51uGxhQNrUL._AA160_.jpg
"Dragon Touch Y88X Plus 7 inch Kids Tablet Disney Edition, Quad Core Android 5.1 Lollipop, IPS Display, Kidoz Kids App Pre-Installed w/ Bonus Disney Authorized Games App and Audio Book -GMS Certified-Green",CDN$ 129.99,https://www.amazon.ca/Dragon-Touch-Pre-Installed-Authorized-Certified-Green/dp/B01LKKX1FE/ref=sr_1_53/145-3988143-0979929?s=pc&ie=UTF8&qid=1500512140&sr=1-53,https://images-na.ssl-images-amazon.com/images/I/51oyJx7IQYL._AA160_.jpg
